id;name;suhu;kelembaban;cahaya;keran;date
1790;syarif;27;95;00.39;50.08.00;04/08/20 12.20
1791;syarif;27;95;00.39;50.08.00;04/08/20 12.20
1792;syarif;27;95;00.29;51.32.00;04/08/20 12.20
1793;syarif;27;95;00.39;50.08.00;04/08/20 12.21
1794;syarif;27;95;00.29;51.32.00;04/08/20 12.21
1795;syarif;27;95;00.39;50.08.00;04/08/20 12.21
1796;syarif;27;95;00.29;51.32.00;04/08/20 12.21
1797;syarif;27;95;00.39;50.08.00;04/08/20 12.22
1798;syarif;27;95;00.29;51.32.00;04/08/20 12.22
1799;syarif;27;95;00.39;50.08.00;04/08/20 12.22
1800;syarif;27;95;00.29;51.32.00;04/08/20 12.22
1801;syarif;27;95;00.39;50.08.00;04/08/20 12.23
1802;syarif;27;95;00.29;51.32.00;04/08/20 12.23
1803;syarif;27;95;00.39;50.08.00;04/08/20 12.23
1804;syarif;26;95;00.39;52.35.00;04/08/20 12.23
1805;syarif;27;95;00.39;50.08.00;04/08/20 12.24
1806;syarif;26;95;00.39;52.35.00;04/08/20 12.24
1807;syarif;26;95;00.34;45.42.00;04/08/20 12.24
1808;syarif;26;95;00.34;45.42.00;04/08/20 12.24
1809;syarif;26;95;00.39;52.35.00;04/08/20 12.25
1810;syarif;26;95;00.29;45.28.00;04/08/20 12.25
1811;syarif;26;95;00.29;45.28.00;04/08/20 12.25
1812;syarif;26;95;00.29;45.28.00;04/08/20 12.26
1813;syarif;26;95;00.34;45.42.00;04/08/20 12.26
